film_id,film_title,original_language,overview,year
98232,11 Flowers,Chinese,A coming-of-age story set during China's Cultural Revolution. 11 year old Wang Han finds himself entangled with a fugative and struggles to understand the adult world.,2011
43767,The Willow Tree,Persian,"Youssef, a blind university professor, is suddenly diagnosed with a fatal disease and must undergo treatment in France. Back home, will he find the life he had before?",2005
98932,The Eye of the Storm,English,"In a Sydney suburb, two nurses, Maria and Flora, a housekeeper, Lotte, and a solicitor, Arnold, attend to Elizabeth Hunter as her expatriate son Sir Basil, a famous but struggling actor in London, and daughter Dorothy, a divorced and down at heel princess, convene at her deathbed. They come to make sure they can leave Australia with their hefty inheritance.",2011
47953,Harem suare,English,A story of the impossible love between one of the Sultan's concubines and one of his eunuchs in a harem at the end of the Ottoman Empire.,1999
24446,Holiday in Handcuffs,English,"A ne er-do-well thirty-something (Melissa Joan Hart) attempts to appease her family by kidnapping herself an attractive boyfriend (Mario Lopez) for the family Christmas. Despite unlikely odds and dysfunctional family moments, the two fall in love and share a magical Christmas.",2007
48490,The New Barbarians,English,Two mercenaries help wandering caravans fight off an evil and aimless band of white-clad bikers after the nuclear holocaust.,1983
85549,Las Acacias,Spanish,"Rubén is a middle-aged Argentinian truck driver transporting timber between Paraguay and Buenos Aires. One day, at a truck stop, he picks up a young Paraguayan woman, Jacinta, whom his employer had told to take to Buenos Aires. To Rubén's surprise, Jacinta brings along her five-month-old daughter, Anahí.",2011
94135,Yesterday's Enemy,English,"Set during the Burma Campaign of World War 2, this is the story of courage and endurance of the soldiers struggling at close quarters against the enemy. The film examines the moral dilemmas ordinary men face during war, when the definitions of acceptable military action and insupportable brutality become blurred and distorted",1959
35436,The Villain,English,"With gun-toting rivals on his tail, a daring bank robber takes refuge in the quiet residential street here he grew up and where his mother, Maniette, still lives. An unscrupulous property developer, Korazy, is buying up the neighborhood to turn it into a gleaming new banking district, but to her son's disgust Maniette leads the inhabitants resistance. Her ingenious methods provoke her boy's admiration, but he fights back with sneaky traps and underhand tricks when Maniette tries to force him to do the right thing just once in his life.",2009
4412,Les Misérables,English,"Victor Hugo's monumental novel Les Miserables has been filmed so often that sometimes it's hard to tell one version from another. One of the best and most faithful adaptations is this 240-minute French production, starring Jean Gabin as the beleaguered Jean Valjean. Arrested for a petty crime, Valjean spends years 20 in the brutal French penal system. Even upon his release, his trail is dogged by relentless Inspector Javert (Bernard Blier). Valjean's efforts to create a new life for himself despite the omnipresence of Javert is meticulously detailed in this film, which utilizes several episodes from the Hugo original that had hitherto never been dramatized. Originally released as a single film, Les Miserables was usually offered as a two parter outside of France.",1958
44165,Kenji Mizoguchi: The Life of a Film Director,Japanese,"Kenji Mizoguchi: The Life of a Film Director (Aru eiga-kantoku no shogai) is a 1975 Japanese documentary film on the life and works of director Kenji Mizoguchi, directed by Kaneto Shindo (Onibaba). It runs 150 minutes and can be found on the second disc of the Region 1 Criterion Collection release of Ugetsu (1953).",1975
50021,Cornelis,Swedish,"”Cornelis” is the unique chronicle about one of Sweden’s greatest music legends - Cornelis Vreeswijk. An honest and gripping account of an exceptionally talented, but self-destructive artist’s intense life both on and behind the stage. A man who during his whole life was searching for love and confirmation.",2010
133694,Promised Land,English,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",2012
4910,The Man Who Haunted Himself,English,"Harold Pelham, a partner in a large electronics firm, finds himself in bewildering circumstances after recovering from a near-fatal car accident. What causes him to renounce his high business principles? Why do friends and colleagues repeatedly sight him in places he has never been? And why does Julie, an attractive girl he has seen only once, claim such an intimate relationship with him? Does Pelham really have a doppelganger – or is he losing his mind?",1970
71208,Judas Kiss,English,A quirk in time and space gives a failed filmmaker the chance to reshape his destiny when he visits his peculiar alma mater.,2011
116613,The Sweeney,English,"Based on the '70s UK TV show, The Sweeney is an action-packed British police thriller from the director of Football Factory. Jack Regan (Ray Winstone), a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter (Ben Drew aka Plan B) they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble.",2012
38010,Fish Story,Japanese,"A rock band writes a song called ""Fish Story"" based on a sentence from a badly translated novel by a quack translator. The song exceeds the boundaries of space and time and ties people and their stories together. Thirty-seven years go by, and the song strikes a comet and saves the Earth from total destruction.",2009
151826,The Man Who Laughs,French,"During a winter storm, Ursus offers shelter to two orphans, Gwynplaine and Déa; some years later, they are still living together. Gwynplaine has become a famous star, but his success threatens his relationships with Déa and Ursus.",2012
138376,A Dark Truth,English,"In the jungles of Ecuador, blood taints the waters. A multinational conglomerate's unholy alliance with a bloodthirsty military regime has resulted in a massacre. Only the rebel Francisco Franco and his determined wife Mia can prove the truth. To settle a personal debt, former CIA agent Jack Begosian takes on the freelance assignment to rescue Francisco and risks everything in a brutal battle to expose the cover-up.",2012
4171,Odette Toulemonde,French,"Objectively, Odette Toulemonde has nothing to be happy about, but is. Balthazar Balsan has everything to be happy about, but isn’t. Odette, awkwardly forty, with a delightful hairdresser son and a daughter bogged down in adolescence, spends her days behind the cosmetic’s counter in a department store and her nights sewing feathers on costumes for Parisian variety shows. She dreams of thanking Balthazar Balsan, her favorite author, to whom – she believes – she owes her optimism. The rich and charming Parisian writer then turns up in her life in an unexpected way.",2006
48742,Mein Kampf,German,"Every foot of film is authentic German footage -- uncovered in the secret archives of the SS Elite Guard and suppressed by Goebbels himself as too strong even for his own savage propaganda. Mein Kampf has created a sensational international impact and has been hailed as a stunning historical document. It has created a storm wherever it has been shown throughout the world while reaping enthusiastic reviews and acclaim. A brilliant achievement in motion picture documentation, Mein Kampf probes deep into the rise and ruin of the Third Reich and the evil genius that created it. Through stunning use of rare footage, it mercilessly asks and answers a central question that has haunted the mind and heart of the world: ""How was such a thing allowed to happen?""",2009
115276,Pusher,English,"In London, a drug dealer grows increasingly desperate over the course of a week after a botched deal lands him in the merciless clutches of a ruthless crime lord. The more desperate his behavior, the more isolated he becomes until there is nothing left standing between him and the bullet his debtors intend to fire his way.",2012
22066,The Marsh,English,Writer Claire Holloway is troubled by nightmares of Rose Marsh Farm. She decides to vacation at the farm which unbeknown to her is haunted by the ghost of a little girl and a teenage boy. Claire enlists the help of Geoffry Hunt to help uncover a decade old tragedy.,2006
46500,The Warrior and the Sorceress,English,"The mighty warrior, Kain, crosses the barren wastelands of the planet Ura, where two arch enemies, Zeg and the evil degenerate Balcaz, fight incessantly for control of the village's only well. Kain sees his opportunity and announces that his sword is for hire... but his eyes stay clearly on the beautiful captive sorceress Naja, and his newly awakened purpose.",1984
87496,The Company You Keep,English,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,2012
98339,The Samaritan,English,"After twenty years in prison, Foley is finished with the grifter's life. When he meets an elusive young woman named Iris, the possibility of a new start looks real. But his past is proving to be a stubborn companion.",2012
46953,Behind Blue Skies,Swedish,"It's 1975, and Martin is a teenager looking to break out of a stifling home environment ruled by his alcoholic father and long-suffering mother. When Martin's pal Micke suggests they get jobs together as waiters at a resort off the Swedish coast, Martin is all for it, but before long Micke finds better things to do and Martin is left on his own. The presence of pretty fellow server Jenny is a major consolation, but to his surprise, guileless Martin is soon chosen as the protégé of Gösta, the resort's short-tempered manager. Gösta clearly likes Martin and makes him his right hand man, which gives Martin a crash course in the seedy side of life when he discovers Gösta has a number of other business interests, not all of which are legal or ethical.",2010
79528,Secrets of the Tribe,English,"What happens when western anthropologists descend on the Amazon and make one of the last unacculturated tribes in existence, the Yanomami, the most exhaustively filmed and studied tribe on the planet? Despite their ""do no harm"" creed and scientific aims, the small army of anthropologists that has studied the Yanomami since the 1960s has wreaked havoc among the tribe - and sparked a war within the anthropology community itself.",2010
85533,Whores' Glory,German,"Tells several stories of prostitution around the world. The documentary revolves around the lives and individual hopes, needs and experiences of the women.",2011
103740,Beyond the Hills,Romanian,"A drama centered on the friendship between two young women who grew up in the same orphanage; one has found refuge at a convent in Romania and refuses to leave with her friend, who now lives in Germany.",2012
53445,The Unloved,English,"The Unloved is film that gives a child's eye view of the U.K.'s government-run care system for orphans and children in danger. Lucy is eleven years old. Having been neglected by her estranged mother and father, she is placed in a children's home. Through her eyes, we follow Lucy's struggle to cope with the system. Her saving is her self-belief and her certainty that she is being watched over and protected by the holy spirit. Hers is a heroic quest for love, beauty and transcendence.",2009
100592,The Hand,Czech,"A happy little potter is approached by a huge hand which wants him to sculpt its statue. The potter refuses, wanting nothing more than to be left alone with his only friend, a potted plant. As the hand's request gives way to bribery, demands, and threats, the potter becomes more desperate to escape its clutch, leading to tragedy.",1965
102000,Sister,French,A drama set at a Swiss ski resort and centered on a boy who supports his sister by stealing from wealthy guests.,2012
132232,Mama,English,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",2013
89501,Nameless Gangster,Korean,"A corrupted customs officer, Choi Ik-hyeon, faces losing his job. Then, his life turns around as he meets ganster Choi Hyeong-bae who has connection with the Yakuza. They quickly form a partnetship; Hyeong-bae helps Ik-hyeon set up a business with the money from drug trafficking while Ik-hyeon lobbies for his partner Hyeong-bae. As the government declares war on crime, however, their partnership begins to crack.",2012
121872,Ginger & Rosa,English,"A look at the lives of two teenage girls - inseparable friends Ginger and Rosa -- growing up in 1960s London as the Cuban Missile Crisis looms, and the pivotal event the comes to redefine their relationship.",2012
84336,Shadow Dancer,English,"Set in 1990s Belfast, a woman is forced to betray all she believes in for the sake of her son.",2012
137285,Crossfire Hurricane,English,"This film is released as part of the ongoing 50th anniversary celebration of the Rolling Stones. It tells the story of the Stones' unparalleled journey from blues obsessed teens in the early 60s to their undisputed status as rock royalty. All of the Stones have been newly interviewed and their words form the narrative arc that links together archive footage of performances, news coverage, and interviews, much of it previously unseen. Taking its title from a lyric in ""Jumpin' Jack Flash,"" this film gives the viewer an intimate insight into exactly what it's like to be part of the Rolling Stones as they overcome denunciation, drugs, dissensions, and death to become the definitive survivors. Over a year in the making and produced with the full cooperation and involvement of the Stones, this film is and will remain the definitive story of the world's greatest rock 'n' roll band",2012
68178,Omar Killed Me,French,"In the summer of 1991 an elderly woman Ghislaine Marchal is found murdered in the basement of her home with the message ""Omar M'a Tuer"" (Omar has kill me) written beside in her own blood. Despite a lack of forensic or DNA evidence, her Moroccan gardener Omar Raddad is found guilty and sentenced to 18 years in a French prison. Shocked by the case, and convinced of his innocence, journalist Pierre-Emmanuel Vaugrenard moves to Nice to investigate, and uncover the truth...",2011
53861,Die,Swedish,"Six people, each of them is on the road to self-destruction. They wake up in cells in a surreal facility, without knowing how they got there or why.",2010
121455,Bad Luck,Polish,"The story is an odyssey of a little man through Poland of 1930 to 1950. It shows his attempts to cope with a changing world which seems to have no place for him. He has no consciousness of any kind but is always on the verge of turning into a more coherent human being, only to be slapped down. It begins with the hero's childhood. Then comes the first love marred by his unwilling involvement in fascict politics, him being taken for a Jew because of his nose. Later he decides to join the army to charm the girl, but arrives too late for any fighting. He is arrested by entering German troops while he dresses in officer's uniform and mistakenly sent to POW camp as an officer.",1960
91186,A Simple Life,Chinese,"The relationship between a middle-aged man (Andy Lau) and the elderly woman (Deanie Ip), who has been the family's helper for sixty years.",2011
288151,The Act in Question,English,A mage steals a book from a stranger and becomes very famous.,1993
117974,Sightseers,English,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",2012
60304,Hansel & Gretel: Witch Hunters,English,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",2013
20088,Kon-Tiki,Norwegian,"""Kon-Tiki"" was the name of a wooden raft used by six Scandinavian scientists, led by Thor Heyerdahl, to make a 101-day journey from South America to the Polynesian Islands. The purpose of the expedition was to prove Heyerdal's theory that the Polynesian Islands were populated from the east---specifically Peru---rather than from the west (Asia) as had been the theory for hundreds of years. Heyerdahl made a study of the winds and tides in the Pacific, and by simulating conditions as closely as possible to those he theorized the Peruvians encountered, set out on the voyage.",1950
39750,Stonehenge Apocalypse,English,"When a group of archaeologists dig up a human skeleton near the historical monument of STONEHENGE, an ancient piece of machinery hidden beneath the bedrock is discovered. Not knowing what it could be the workers accidentally trigger the mechanism and start a chain of events that may very well end the world as we know it",2010
91679,Starlet,English,An unlikely friendship forms between 21 year-old Jane and the elderly Sadie after Jane discovers a hidden stash of money inside an object at Sadie's yard sale.,2012
74397,The Psychopath,English,"Inspector Holloway is investigating a series of brutal murders in which a doll of each victim is found at the scene. The dolls, as it turns out,were purchased by the crippled Mrs. Von Sturm, whose home is overcrowded with a doll collection. Her pale, wide-eyed, neurotic son is the prime suspect and the daughter of one of the victims discovers the shocking truth.",1966
76848,A Woman's Face,Swedish,"A woman with a disfigured face, which is reflected in her life view: she is bitter and mean-spirited, is given the chance to lead a new life thanks to plastic surgery. Will her old life and acquaintances allow her to completely change?",1938
87499,The East,English,An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,2013
114962,Modest Reception,Persian,"This twisted Iranian narrative follows a mysterious couple from Tehran as they distribute large bags of money in an impoverished mountain border town. Beginning as a black comedy, the film's mood transforms as the games played by Kaveh (director Mani Haghighi) and Leyla (Taraneh Alidoosti) become increasingly perverse, as they find inventive ways of humiliating the recipients of the cash. The immorality of the central characters is at times sickening, and their chain of lies is often as puzzling to us as they are to the townsfolk depicted onscreen. What is the relationship between the pair and why are they giving away money to the needy? Modest Reception has no easy answers nor pat resolutions - instead Haghighi takes the viewer on an intriguing ride into the dark recesses of the human spirit.",2012
127864,Blancanieves,English,"A black and white silent movie, based on the Snow White fairy tale, that is set in a romantic version of 1920s Seville and centered on a female bullfighter.",2012
93858,Tabu,Portuguese,"When Pilar's befriended neighbour Aurora dies, Pilar starts to dig into Aurora's past and learns about Aurora's very tragic love story.",2012
89750,"Pink Ribbons, Inc.",English,"Breast cancer has become the poster child of corporate cause-related marketing campaigns. Countless women and men walk, bike, climb and shop for the cure. Each year, millions of dollars are raised in the name of breast cancer, but where does this money go and what does it actually achieve? Pink Ribbons, Inc. is a feature documentary that shows how the devastating reality of breast cancer, which marketing experts have labeled a ""dream cause,"" becomes obfuscated by a shiny, pink story of success.",2011
70793,Le grand soir,French,"An ageing punk-with-a-dog and his brother the conformist decide to get their revenge on a shopping mall.  Directing duo Benoit Delepine and Gustave Kervern, longstanding comic crusaders against capitalism, again set out to surprise and shock the bourgeois audience.",2012
257604,Kukuli,Quechua,"Kukuli, a young llama herder, leaves her grandparents in the countryside of Cusco to attend the Feast of Mamacha Carmen in the town of Paucartambo.",1961
123648,The Land,Arabic,"Adapted from Abdel Rahman Al-Sharqawi's well-known novel of the same name, this classic film  by Egyptian master Youssef Chahine was eight years in the making. Chronicling a small peasant village's struggles against the careless inroads of the large local landowner, The Land shows why political oppression does not necessarily lead to a sense of solidarity among the disinherited",1969
45316,Udaan,Hindi,"After being abandoned for eight straight years in boarding school, Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes, he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.",2010
34843,Hawking,English,"The story of Professor Stephen Hawking's early years is told for the first time in a major drama for BBC Two.It is 1963, and our young cosmologist celebrates his 21st birthday. At the party is a new friend, Jane Wilde - there is a strong attraction between the two. Jane is intrigued by Stephen's talk of stars and the Universe. But she realises that there is something very wrong when Stephen suddenly finds that he is unable to stand up.",2004
110398,No,Spanish,"In 1988, Chilean military dictator Augusto Pinochet, due to international pressure, is forced to call a plebiscite on his presidency. The country will vote ‘Yes’ or ‘No’ to Pinochet extending his rule for another eight years. Opposition leaders for the ‘No’ vote persuade a brash young advertising executive, Rene Saavedra, to spearhead their campaign. Against all odds, with scant resources and while under scrutiny by the despot’s minions, Saavedra and his team devise an audacious plan to win the election and set Chile free.",2012
121598,Midnight's Children,English,A Canadian-Brith film adaptation of Salman Rushdie's novel of the same name. The film tells the story of a pair of children born within moments of India gaining independence from England grow up in the country that is nothing like their parent's generation.,2012
147815,Kadal,Tamil,A wrongdoer is caught red-handed and he is not going to forgive the man who exposed him.,2013
207655,Dancing in the Rain,Slovenian,"Peter is the dark brooding type. Leading a vacuous, shapeless life, he longs for the ideal woman, while at the same time, half heartedly continuing with his habitual girlfriend, Marusa , who is considerably older, a fact that Peter is quick to point out. As an aging actress, struggling for parts in her local theatre, she oozes insecurity and breathes uncertainty. Together, they spend their time in the local restaurant, smoking, drinking and trading verbal blows. ""I bet you'll just end up a drunk,"" she tells Peter each time. Peter just grins and tells her how old she looks. Compounded by a thankless director who soon shows her the door, Marusa finds her identity being squeezed harder and harder against the wall. To escape, Peter and Marusa dream...",1961
60011,The Bang Bang Club,English,"In the early to mid '90s, when the South African system of apartheid was in its death throes, four photographers - Greg Marinovich, Kevin Carter, Ken Oosterbroek and João Silva - bonded by their friendship and a sense of purpose, worked together to chronicle the violence and upheaval leading up to the 1994 election of Nelson Mandela as president. Their work is risky and dangerous, potentially fatally so, as they thrust themselves into the middle of chaotic clashes between forces backed by the government (including Inkatha Zulu warriors) and those in support of Mandela's African National Congress.",2010
121835,Lore,German,"After her Nazi parents are imprisoned, Lore leads her younger siblings across a war-torn Germany in 1945. Amidst the chaos, she encounters mysterious Jewish refugee Thomas, who shatters her fragile reality with hatred and desire. To live, she must trust someone she was taught to hate and face the darkness within herself.",2012
127370,Song for Marion,English,"A feel-good, heart-warming story about how music can inspire you. Song for Marion stars Terence Stamp as Arthur, a grumpy pensioner who can't understand why his wife Marion (Vanessa Redgrave) would want to embarrass herself singing silly songs with her unconventional local choir. But choir director Elizabeth (Gemma Arterton) sees something special in the reluctant Arthur and refuses to give up on him. As she coaxes him out of his shell, Arthur realizes that it is never too late to change.",2012
103205,I Thank a Fool,English,"A physician is employed by an attorney, played by Peter Finch, who formerly prosecuted her on charges of euthanasia to watch over his mentally ill wife.",1962
98205,War Witch,English,"Somewhere in Sub-Saharan Africa, Komona a 14-year-old girl tells her unborn child growing inside her the story of her life since she has been at war. Everything started when she was abducted by the rebel army at the age of 12.",2012
130750,The World Before Her,English,"Moving between two extremes - the intimate verite drama of the Miss India pageant's rigorous beauty ""bootcamp"" and the intense regime of a militant Hindu fundamentalist camp for young girls.  The World Before Her delivers a provocative portrait of India and its current cultural conflicts during a key transitional era in the country's modern history.",2012
123678,The Act of Killing,Indonesian,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.",2012
46226,The Goddess of 1967,English,"A rich young Japanese man (Rikiya Kurokawa) travels to Australia with the intention of buying a Citroën DS car (the goddess of the film's title - nicknamed the Déesse, after its initials in French, déesse being French for ""goddess"") that he has found for sale on the net. Once there things do not quite go to plan and he ends up on a road journey with a blind girl (Rose Byrne).",2000
59912,The Reincarnation of Isabel,English,Isabel is a dead vampire and witch whose body is hanging in a basement while the owner tries to kidnap virgins for a sacrifice that could mean Isabel’s resurrection. But doing this won’t be easy as the women aren’t gonna give in very easily.,1973
134215,Heroine,English,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,2012
136080,Escape,Norwegian,"Ten years after the Black Death devastated the country, a poor family sets out on a journey to search for better living conditions. In a deserted mountain pass, they are attacked by a gang of ruthless killer thieves. The only one spared is 19 year old Signe. She is taken prisoner, and the gang brings her back to their camp. Here, she soon learns that they have a fate worse than death in store for her. Signe realizes that her only alternative is to run away.",2012
134411,Snitch,English,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",2013
73293,Empty Nest,Spanish,Empty Nest tells the story of a couple who have to struggle to find themselves after their children grow up and move out. It starts out as a fairly simple story of a couple but becomes complicated by a series of events that may or may not be occurring only in Leonardo’s mind.,2008
133783,Marie Kroyer,Danish,"Marie Krøyer is hailed as “the most beautiful woman in Europe” and leads a happy marriage life with her husband the great Danish painter P.S. Krøyer and an adorable daughter. However, not everything in her world is as perfect as it seems, and Marie’s life is crumbling as her dreams of a beloved wife, good mother and successful artist are unfulfilled. After hospitalizing her mentally ill husband Marie leaves for vacation, and in search for peace and comfort she finds herself falling in love with the young composer Hugo Alfven. Once again, internationally acclaimed Bille August exhibits the weaknesses of human beings in comparison to the ruthless nature. The grandeur scenery of deserted Scandinavian oceans speaks in volumes for the protagonists living in silence despite their lives being full of pains.",2012
130739,A Coffee in Berlin,English,A fateful day pushes an aimless college dropout (Tom Schilling) to stop wasting his time and finally engage with life.,2012
236035,Gunfighter's Moon,English,"Henrickson plays Frank Morgan, a notorious and feared gunfighter that has lived his life on the run. His face and eyes reveal a man that has been very much hardened by that life. We quickly learn, however, that there is still passion inside. Upon receiving a telegram from Linda, an old lover (played by Kay Lenz), requesting his presence, he abandons his woman, mounts his horse and rides to Linda without giving it a second thought. Upon arrival, he learns that Linda is now happily married to the owner of the local general store. The only vestige of her past that remains is a daughter, who Frank is surprised to learn is his.  Written by Dave Gan",1997
159480,On the Last Verse - A Small Film About Death,Swedish,The documentary director KG Forsberg makes a film about his dying father.,1999
59255,The Unintentional Kidnapping of Mrs. Elfriede Ott,German,"Horst receives the monthly pension from his grandmother. The only problem is, that she is dead. As a local politician wants to congratulate the grandmother to her birthday Horst ""borrows"" an old lady from a hospital nearby, not recognizing that he just kidnapped actress Elfriede Ott.",2010
74052,My Name Is Juani,Spanish,A pair of women leave their small town and dud boyfriends behind for fun in Madrid.,2006
139244,The Tale of Sweeney Todd,English,The fictional tale of the murderous 19th century barber (Ben Kinglsey) who sold his kills to a neighboring butcher (Joanna Lumley) for her renowned meat pies. A young innocent (Selina Boyack) and the dashing inspector (Campbell Scott) who tries to solve the murders are also thrown into the mix.,1998
14850,Tripping the Rift: The Movie,English,"What begins for Chode and crew as a routine mission to protect a pissed-off princess will soon become a filth- splattered saga of dismembered royalty, indestructible clown assassins and desperately horny housewives.",2008
44158,This Movie Is Broken,English,"Bruno wakes up in bed next to Caroline, his long time crush. But tomorrow she's off for school in France, and maybe she only granted this miracle as a parting gift for her long time friend. So tonight is Bruno's last chance. And tonight, as it happens, Broken Social Scene, her favourite band, is throwing a big outdoor bash. Maybe if Bruno, with the help of his best pal Blake, can score tickets and give Caroline a night to remember, he can keep this miracle alive.",2010
42455,And Now The Screaming Starts,Spanish,"In the late 18th century, two newlyweds move into the stately mansion of husband Charles Fengriffen. The bride, Catherine, falls victim to a curse placed by a wronged servant on the Fengriffen family and all its descendants.",1973
127372,Emperor,English,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",2012
60534,The Silence,German,13-year-old Sinikka vanishes on a hot summer night. Her bicycle is found in the exact place where a girl was killed 23 years ago. The dramatic present forces those involved in the original case to face their past.,2010
140443,The Girl,English,A young Texan mother who loses her child to foster care begins smuggling Mexicans across the border.,2012
4868,Genghis Khan,English,"This is the story of the shy Mongol boy Temujin who,during the 13th century, becomes the fearless Mongol leader Genghis Khan that unites all Mongol tribes and conquers India,China,Persia,Korea and parts of Rusia,Europe and Middle-East.",1965
51853,Accomplices,French,"Both detectives on a sickening murder case struggle with being alone and childless in their 40s. As they investigate the young man found beaten and strangled to death, platonic friends Karine and Herve unravel a love story between Vincent, and Rebecca a high school girl. The teenage lovers quickly plunged into the kind of amour fou the flics fear to chance for themselves. Rebecca is missing, and unknown to her, the boy was a homosexual Internet hustler. The ordinarily blasé male investigator is appalled to find that on-line dating is a world the sexy Karine knows well. Is Rebecca the killer, another victim or ?",2010
117978,In Their Skin,English,"A couple and their young son retreat to their woodland vacation home, only to face sinister neighbors who intend to kill them and steal their identities.",2012
150117,I Give It a Year,English,"After a quick courtship, two lovers hastily decide to tie the knot. As their first year of marriage unfolds, temptation and incompatibility put their relationship in jeopardy.",2013
30198,The Red Spectacles,Japanese,"Summer 1995. With the arrival of the ""Age of Cats"", the former Kerberos police unit is now disbanded. However one member remains, a stray dog who returns to his old roost after a three-years exile. This wild dog no longer has a master, but now the ""Young Lady of Fate"" will guide him on his journey...",1987
144789,I'm So Excited!,Spanish,"The film is an ensemble comedy written and directed by Pedro Almodóvar. When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves.",2013
72882,Operation: Daybreak,English,"Czechoslovakia, 1942. Three brave Czech patriots risk everything to rid their country of its brutal Nazi leader, SS-General Reinhard Heydrich.",1975
107250,The Wandering Soul Murders,English,"Haunted by the murder of her politician husband 6 years ago, former police detective Joanne Kilbourn (Wendy Crewson) keeps looking for clues, with the help of her old partner (Victor Garber). When a prime suspect is caught, it looks as if the killer may finally be brought to justice … but in a shocking turn of events, the suspect is gunned down as he's brought to the police station. Is there more to her husband's death than Joanne realized?",2001
167305,Kill for Me,English,"Rent’s a bitch. And that is why, six months after her best friend went missing, Amanda finally gives in to getting another roommate, Hailey. The two college students turn out to have something in common, however: abusive men. For Hailey, it’s her dad. For Amanda, it’s a stalkery ex-boyfriend. But problems can be solved and, you know, you scratch my back, I scratch yours. In other words, Kill for Me, I kill for you.",2013
43550,My Last Five Girlfriends,English,"My Last Five Girlfriends traces the romantic journey of thirtysomething bachelor Duncan. As the film opens, the despondent Duncan is apparently preparing to take his own life, but not before taking the time to send a message to the last five women he dated. Taking the form of a whirlwind tour through Duncan World, the film is a comedic exploration of his failed relationships.",2009
121875,In the House,French,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.",2012
62878,Riverworld,English,"Welcome to Riverworld, a place of strange, watery beauty and the current abode of a fascinating cast of the recently (and not-so-recently) dead. It certainly isn't Heaven, but it just might be Hell.",2010
18034,A Bunch of Amateurs,English,"Burt Reynolds stars as Jefferson Steel, a washed-up Hollywood action star desperate to revive his flagging career. When his sleazy agent signs him up for what he believes is a high-profile Royal Shakespeare Company production of King Lear at Stratford upon Avon, Steel thinks he has finally landed the plum role he has been waiting for. However, he soon discovers that he has been tricked into joining an amateur dramatics group for a charity production.",2008
96535,Patience (After Sebald),English,"A richly textured essay film on landscape, art, history, life and loss, Patience (After Sebald) offers a unique exploration of the work of internationally acclaimed writer W.G. Max Sebald (1944 - 2001) via a walk through East Anglia tracking his most influential book, The Rings of Saturn. The much anticipated new feature by the Grierson Award-winning director of Joy Division, Patience is the first film about Sebald internationally, marking ten years since the writer's untimely death, and with contributions from major writers, artists and film-makers.",2012
23790,Magadheera,Telugu,"When Harsha, a bike stunter from Vishakapatnam, accidentally meets Indu, he discovers his warrior life Kala Bhairava in his last birth, the remaining story portrays how Indu and Kala Bhairava are connected.",2009
60579,Hey Ram,Tamil,Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country. He sets out to kill him.,2000
